"","document_name","Text","author","author_type","date_constructed","probability","year","additional_info","unique_ID","topic_name_short","author_category","nra_group","sentiment","energy_crisis","manual_annotation","paradigm_aspect"
"395","240904_Bruegel_Memo_Memo to the commissioner responsible for energy.json","You should work with national capitals to eliminate remaining energy imports from Russia. You should lead negotiations on the 2040 climate targets, which would see EU emissions falling by 90 percent compared to 1990. Finally, you should propose a European Energy Agency to deliver the better data policymakers and investors need to better understand Europes energy transition.","Bruegel","Memo",2024-09-04,0.804793819010103,2024,"Memo to the commissioner responsible for energy.json",4020,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_instruments"
"396","200000_Clingendael_Book_The Political-Economic Dimension of Transformations in EU-Russia Gas Trade Mechanisms.json","instruments to pursue geo-economic strategies and notably to extinguish its external debt and thus dependency on creditors, amass foreign exchange reserves, and run a trade surplus; e) Russia uses gas to divide and rule, for example by partitioning markets and by signing bilateral deals that frustrate EU-wide initiatives and/or EU political cohesion; f) Russia deliberately attempts to render gas importers overdependent on Russian gas, in order to make them politically subjected to it  rewarding allies with preferential prices and threatening enemies with price spikes; g) Russia aggressively opposes competition by acquiring midstream and downstream assets in export markets, and by lobbying to frustrate investments on renewable energy or shale gas exploration and production; h) Russia doesnt allow foreign takeovers in its energy sector unless strictly necessary for the acquisition of foreign capital or technology, or as part of strategic asset swaps; i) not only foreign, but also Russian private players need to thread carefully and gain political credentials in order to operate in Russia. This is a typically Western Realist interpretation of Russias energy politics. Other possible perspectives, including Russias Realist interpretation of energy politics and a Realist interpretation of the EUs posture, also exist, but they feature less prominently in the gas discourse. The logic of Realism resonates in politicians calls to reduce dependence on Russian gas, in Trumps insistence on American freedom gas as a preferred alternative to Russian gas, and in some of the tenets of the Energy Union, which argue in favour of additional political involvement to promote active supply diversification.","Clingendael","Book",2020-01-01,0,2020,"The Political-Economic Dimension of Transformations in EU-Russia Gas Trade Mechanisms.json",5392,"Dependence on Russian Energy","Thinktanks","Other",NA,0,TRUE,"realist_instruments"
"397","140911_OSW_The tug of war. Russia's response to changes on the European gas market.json","Various actions taken by Russia signify its readiness to aggravate its gas dispute with Ukraine, including: a letter from President Putin; gas supply cuts; statements from representatives of the Russian political and business elite, including the head of the Russian mission to the EU, Vladimir Chizhov and the president of Gazprom, Alexey Miller. Moscow hopes that its non-resumption of gas supplies to Ukraine will force Kyiv to start using the gas exported via Ukraine to recipients in the EU for its own needs. Thus the Russian-Ukrainian gas crisis will be used by Russia to make the EUchange its stance on Russian infrastructural projects under development in Europe. Above all, Russia wants the European Commission to pass a decision approving the use of the OPAL gas pipeline at 100% of its capacity and to receive political support for the South Stream. The latter would mean EU institutions refraining from questioning the compliance with EU law of the organisational and legal actions taken by Russia in co-operation with those EU member states which are engaged in the project. If the Russian infrastructural projects were excluded from the regulations of the so called third energy package, this would not cause any systemic changes in the EU, but the significance of these regulations would de facto be undermined. Furthermore, Russia would feel encouraged to continue its efforts to reach a political agreement with Brussels that would regulate the rules of cross-border co-operation in the energy sector.","OSW",NA,2014-09-11,0,2014,"The tug of war. Russia's response to changes on the European gas market",55898,"Dependence on Russian Energy","Thinktanks","Other",NA,0,TRUE,"realist_instruments"
"398","220223_OSW_A dangerous dependence on Russia. Germany and the gas crisis.json","The German economy is heavily dependent on natural gas, almost all of which it purchases from foreign suppliers. More than half of this is from Russia. For years, Germany underestimated the dangerous degree of its gas dependence on Russia because it was convinced that the two countries had common interests. The absence of the adequate diversification of supply sources has proven to be a mistake in Berlins energy policy. Stoked by Moscow, the European gas crisis has affected Germany and other countries. Combined with the threat of renewed Russian aggression against Ukraine, it made Germany increasingly aware of the scale of this dependence. Although the countrys energy cooperation with Russia will not change fundamentally in the short term, it is now more likely that Germany will take real action to reduce its vulnerability to similar crises in the future. Although it is likely to be only a provisional move, Berlins decision to freeze the certification process of Nord Stream 2 (NS2) indicates that its perception of Russia as a partner in energy cooperation is also changing.","OSW",NA,2022-02-23,1,2022,"A dangerous dependence on Russia. Germany and the gas crisis",56573,"Dependence on Russian Energy","Thinktanks","Other",NA,1,TRUE,"realist_institutions"
"399","190125_OSW_A â€˜last-minuteâ€™ transit contract Russia-Ukraine-EU gas talks.json","The third option would involve Russias consent to the conclusion of a long-term contract if Kiev is ready to agree upon a new supply contract. Although Ukraine is not interested in a new contract for gas supplies from Russia, it cannot be ruled out that Russia will submit a package deal in the course of further talks.","OSW",NA,2019-01-25,0,2019,"A â€˜last-minuteâ€™ transit contract Russia-Ukraine-EU gas talks",56398,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_instruments"
"400","151200_OIES_The evolution of European traded gas hubs.json","Austria has a major trading point, Baumgarten, named after the village near to the import processing plant on the Austrian/Slovakian border. The import terminal itself is vast77 and is owned and operated by Gas Connect Austria78 . Approximately one third of all Russian gas supplies to Western Europe come through Baumgarten for onward transportation to Germany, Italy, Slovenia and Hungary, as well as to supply the national market. The CEGH hub started trading in 2005 and in fact offered","OIES",NA,2015-12-01,0,2015,"The evolution of European traded gas hubs",37852,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"liberal_institutions"
"401","221026_Friends of the Earth_A-Gastastrophic-Mistake.json","There are only so many ways of saying dont let the fox guard the henhouse, but that warning seems to have passed European Commission President Ursula von der Leyen by. On 23 March 2022, von der Leyen that she had discussed with energy CEOs and the European Roundtable of Industrialists (ERT) how to diversify supply and reduce demand for gas. We will set a group of industry experts to help reduce our dependency [on Russian gas].","Friends of the Earth",NA,2022-10-26,1,2022,"A-Gastastrophic-Mistake.json",11968,"Dependence on Russian Energy","Climate Lobby","Other",NA,1,TRUE,"realist_framework"
"402","171215_SWP_German-Russian Gas Relations.json","Moreover, the trajectories drifted further apart. What became ever more visible was a very distinct understanding of interdependence.46 (<>)Whereas Germany and its EU partners had perceived regime-building to be the basis for economic cooperation to minimize transaction costs and create level playing fields, Russia increasingly resisted supporting this rule- and norm-based understanding of interdependence. Moreover, national sovereignty over natural resources remained paramount in Russia, given its role for the Russian economy and the Russian budget.","SWP",NA,2017-12-15,0,2017,"German-Russian Gas Relations",57361,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_framework"
"403","23_NRA Report_Greece_EN_Cropped.json","Amidst these regulatory advancements, the energy market faced the unprecedented challenge of soaring energy prices due to the Russian aggression against Ukraine. In response, the Temporary Mechanism was implemented. This mechanism aimed to collect windfall profits from generators, redirecting them to benefit consumers grappling with the economic repercussions of high energy prices. The move demonstrated a commitment to social responsibility and mitigating the impact of geopolitical events on the energy market.","NRA Report","Greece",2023-01-01,0.82181947158355,2023,NA,33602,"Dependence on Russian Energy","Regulators","Southern Europe",NA,1,FALSE,"realist_instruments"
"404","150300_OIES_Evolution of gas pipeline regulation in Russia â€“ Third party access, capacity allocation and transportation tariffs.json","41 Stern (2014), p. 5. Notably, the then former European Council President, Herman van Rompuy, noted in July 2014 that there was an emerging consensus among EU governments that the measures in the field of sensitive technologies will only affect the oil sector in view of the need to preserve EU energy security. See EU edges to economic sanctions on Russia but narrows scope, Reuters, 25 July 2015 http://www.reuters.com/article/2014/07/25/us-ukraine-crisis-eu-id","OIES",NA,2015-03-01,0,2015,"Evolution of gas pipeline regulation in Russia â€“ Third party access, capacity allocation and transportation tariffs",37300,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_instruments"
"405","140300_OIES_What the Ukrainian crisis means for gas markets.json","There have been no indications that Russia would cut off supplies to Europe, or that Ukraine would block supplies of Russian gas to Europe, or that EU countries that have criticised Russia's actions in Crimea would impose sanctions in the gas sector. The use of gas as a political or strategic ""weapon"" seems unlikely, in other words. (The escalation of military conflict outside the Crimean peninsula, with possible consequences for physical attacks on, or closures of, pipelines, is sufficiently unlikely that we have not discussed it in this paper.) The most likely source of supply disruptions is the serious indebtedness of Naftogaz Ukrainy, which, despite clearing some of its $3.3 billion debt to Gazprom in late February, as of 7 March was in arrears to Gazprom by a sum of just under $2 billion.","OIES",NA,2014-03-01,0,2014,"What the Ukrainian crisis means for gas markets",36277,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_objectives"
"406","220900_OIES_Europeâ€™s Infrastructure and Supply Crisis.json","The five most impacted countries  Germany, Czech Republic, Slovakia, Austria and Hungary  together with Belgium and the Netherlands (plus Luxembourg), form a sub-region of the EU, where the real infrastructure and supply constraints begin to bite with limited or no supply from Russia. This Comment looks at the infrastructure and connectivity for this sub-region, the supply and demand balance, both annual and the winter peak, and how flows might change once the anticipated additional LNG capacity comes on in the Netherlands and Germany.","OIES",NA,2022-09-01,0,2022,"Europeâ€™s Infrastructure and Supply Crisis",50532,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_framework"
"407","241000_OIES_Market and regulatory headwinds build for MENA gas exporters to Europe.json","This friend-sourcing34 (<>)approach would discriminate against some natural gas exporters and could be challenged through international institutions such as the World Trade Organization as a discriminatory measure. But it is a realpolitik strategy that has already been considered for other economic activities (e.g. friend-shoring(<>)). It cannot be ignored as a possible scenario, even if these friendly sources of gas supply are not as cost-competitive as other sources. This would be consistent with a more interventionist European energy policy prompted by the natural gas crisis resulting from the Russia  Ukraine war and the challenges to fulfil Europes decarbonisation and methane emission reduction objectives.","OIES",NA,2024-10-01,0,2024,"Market and regulatory headwinds build for MENA gas exporters to Europe",55199,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_instruments"
"408","220600_OIES_Demand response to high gas prices in Europe in 2021 and early 2022.json","10 The EC aims to reduce Russian gas imports from 2022 and stop by 2027 (REPowerEU); Lithuania, Poland, Bulgaria and Finland stopped Russian gas imports and others intend to stop in the coming months, for instance Estonia by end 2022, Latvia by early 2023, Netherlands by end 2022 (contract) and Italy and Germany by mid-2024.","OIES",NA,2022-06-01,0,2022,"Demand response to high gas prices in Europe in 2021 and early 2022",50011,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_objectives"
"409","140701_Ifri_Gazprom in Europe a Business Doomed to Fail.json","The European gas sector has been progressively liberalized since the 1990s. The leitmotivs of European energy policy have been and continue to be the opening-up of national gas markets, the enhancement of both competition and transparency, and the struggle against monopolies. The Third Energy Package creates, among others, the concept of European network codes, applied throughout Europe. The European Union (EU) has also developed a European energy policy based on three pillars: security of supply, environment, and competitiveness.","Ifri",NA,2014-07-01,0,2014,NA,12934,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"liberal_framework"
"410","191100_OIES_Russian LNG Becoming a Global Force.json","However, the limitations of Russias Atlantic export strategy were further exposed when a combination of structural changes in the regulation of Europes gas market and increased competition to pipeline gas from LNG became a threat to Gazproms legacy export model based on long-term contracts, take-or-pay clauses, and oil-linked pricing formulae. At the same time, growing tensions in gas relations between Russia and the EU, catalysed by interruptions in Ukraine transit in 2006 and 2009, made the Kremlin wary of its overdependence on a single market and keen to build alternatives. Notably, soon after the EU started an antimonopoly investigation into Gazprom in September 2011, President Putin said, We should do everything to avoid difficulties with the EU, and we will Russia will at the same time look for the other sales opportunities in other markets. Asia is waiting for Russia.","OIES",NA,2019-11-01,0,2019,"Russian LNG Becoming a Global Force",45295,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_instruments"
"411","220311_OSW_The EU gas market and policy and the war in Ukraine.json","On 8 March, the European Commission presented the REPowerEU plan, in which it proposes a series of measures aimed at increasing the EUs resilience in the short term  mandatory gas storage is to be a key element  and at phasing out gas imports from Russia. The EC plans to reduce Russian gas imports by two-thirds (i.e. by 100 bcm) by the end of 2022, and to abandon them completely before 2030 (perhaps even by 2027). Apart from diversifying sources, by means including a surge in LNG imports, the EUs Fit for 55 package is to be the key instrument to achieve this goal.","OSW",NA,2022-03-11,0,2022,"The EU gas market and policy and the war in Ukraine",56605,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_instruments"
"412","230200_OIES_EU solidarity at a time of gas crisis even with a will the way still looks difficult.json","Because they are only able to count on limited support from other Member States, even if the GDR and SOS Regulations measures are implemented, Germany and other central and east European countries would also have to help each other by sharing whatever gas they have. For example, should the Russian gas transit through Ukraine stop and a Union alert be declared under the GDR Regulation, a 15 per cent gas demand reduction in Germany and Czechia  the countries that would not be directly affected by the Ukrainian transit cut off  would enable more LNG imported into Germany to pass through their territories and reach Slovakia and Austria. This LNG could also benefit Hungary, if its Russian gas supplies coming through TurkStream were to be cut off or reduced. Six new German FSRUs, two of which are already operational and four are planned to be operational before the end of 2023, would help to alleviate the supply situation in Germany and other central and east European countries.","OIES",NA,2023-02-01,0,2023,"EU solidarity at a time of gas crisis even with a will the way still looks difficult",51379,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_instruments"
"413","150302_Commission_Communication_cellar_8d555991-c0d7-11e4-bbe1-01aa75ed71a1.0020.02_DOC_2_Corrigendum.json","All national reports present measures to address a possible supply disruption. The sequencing of those measures is important and it is crucial that the market functions as long as possible. Where the market works, price signals will attract new deliveries of gas  mainly LNG  to the EU and within the EU to those countries where scarcity is highest provided that the necessary infrastructure exists. Price signals will promote the commercial use of storage as a tool to ensure the demand-supply balance and incentivize demand reduction and fuel switching driven by economic considerations. Member States should not prevent gas to flow across borders. A price increase is not a supply crisis and not a justification for intervening in the market under the pretext of security of supply.","Commission","Communication",2015-03-02,0,2015,"cellar_8d555991-c0d7-11e4-bbe1-01aa75ed71a1.0020.02_DOC_2_Corrigendum.json",6235,"Dependence on Russian Energy","EU Institutions","Other",NA,0,FALSE,"liberal_objectives"
"414","220323_Commission_Proposal for a Regulation_cellar_2f3116bc-aaa3-11ec-83e1-01aa75ed71a1.0001.02_DOC_1.json","The potential threats to the security of gas supply of the EU, mainly linked to its dependence for primary energy from third countries, have already triggered preparations to deal with additional challenges. With the introduction of the European Green Deal in particular, upgrading and extending LNG infrastructure and the diversification of sources and routes of pipeline gas, it has already taken important steps to shield households and enterprises against supply shocks.","Commission","Proposal for a Regulation",2022-03-23,0,2022,"cellar_2f3116bc-aaa3-11ec-83e1-01aa75ed71a1.0001.02_DOC_1.json",7165,"Dependence on Russian Energy","EU Institutions","Other",NA,1,FALSE,"realist_objectives"
"415","151203_SWP_Russian Energy Policies Revisited.json","Manage interdependence and re-value commercial activities. They are a value per se that strengthens the globalisation of energy trade and paves ways for balancing interests and enhancing economic cooperation. The EU should pursue a more pragmatic approach that is grounded on projects. By creating successful projects, the two address the divergence over the key term of interdependence. The fact that Russia and the EU view interdependence differently has had profound repercussions. Russia perceives it as creating joint ventures, infrastructure and asset swaps; the EU and Germany increasingly view it through the normative and regulatory lens and aim at a convergence of legal spaces (that would match with the liberal market paradigm of the EU). This has not happened and is unlikely to be implemented anytime soon by Russia or other neighbouring regions.","SWP",NA,2015-12-03,1,2015,"Russian Energy Policies Revisited",57201,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_framework"
"416","140701_Ifri_Gazprom in Europe a Business Doomed to Fail.json","Negotiations over the Network Codes (NCs) are ongoing and may last over several years, given that the target of 2014 will not be met. 62 It should not be forgotten that the NCs will have an impact on the structure of contracts, and thus on renegotiations. One of the risks is that the renegotiation of contracts coincides with the final commitment decision of the infringement procedure launched by the EC on 4th September 2012. In this case, it could have a negative impact not only on EU-Gazprom relations but also on EU-Russia relations. This is because it will reinforce in Russia the notion that the EC, and more generally European institutions, are hostile to Russia, and that various actions are being undertaken to weaken the competitive position of Gazprom on the European market.","Ifri",NA,2014-07-01,0,2014,NA,12989,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_instruments"
"417","17_NRA Report_Czechia_EN_for 16_Cropped.json","the EU as a great success in respect of market integration. On the other hand, I would express my wish that future measures be preceded by more thorough analyses of any impacts and also an analysis of the preceding steps. The reason is that I regard preventing mistakes from emerging as the very best approach, although mistake remedying is necessary.","NRA Report","Czechia",2017-01-01,0,2017,"for 16",20852,"Dependence on Russian Energy","Regulators","Eastern Europe",NA,0,FALSE,"liberal_objectives"
"418","220500_OIES_Quarterly Gas Review Issue 17.json","Following Russias invasion of Ukraine on 24 February 2022, the UK, EU, and US placed unprecedented sanctions on Russia. These including sanctions against Russias Central Bank, and the freezing of around half of Russias $600bn foreign currency reserves, which were held in the UK, EU, and US.2 On 8 March, the European Commission published its REPowerEU strategy to reduce EU demand for Russian gas by two-thirds by the end of 2022, and set a target of having EU storage stocks at 80 per cent of storage capacity by 1 November 2022. Those aims were analysed in an OIES paper published on 18 March.3","OIES",NA,2022-05-01,0.783324894641069,2022,"Quarterly Gas Review Issue 17",49938,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_instruments"
"419","150700_OIES_The Role of Gas in UK Energy Policy.json","Security of gas supply remains an important consideration though government attitudes to and definitions of security have changed significantly over time. Generally the temptation to intervene has been resisted in preference to market-based solutions. However, the recently expressed desire to limit excess price volatility does not sit well with a reliance on competitive energy markets.","OIES",NA,2015-07-01,0,2015,"The Role of Gas in UK Energy Policy",37712,"Dependence on Russian Energy","Thinktanks","Other",NA,0,TRUE,"realist_objectives"
"420","241000_OIES_What Drives International Gas Prices in Competitive Markets Four Fallacies and a Hypothesis.json","From the 1990s to 2010 Russian pipe imports supplied around 25 percent of Europes gas demand. This percentage then rose in the 2010s, as Nordstream came online, peaking at 37 percent in 2017. Since then, the percentage has fallen back, significantly so after the Russian invasion of Ukraine. It can certainly be said that Europe was heavily dependent on Russian gas if not hooked on it. But this was the volume of Russian gas not the cost.","OIES",NA,2024-10-01,0.82410128773937,2024,"What Drives International Gas Prices in Competitive Markets Four Fallacies and a Hypothesis",55677,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_objectives"
"421","230700_OIES_Do future Russian gas pipeline exports to Europe matter anymore.json","Six months into 2023, a completely different set of questions can now be asked: is Russian gas that important to the EU and wider Europe anymore? Would it matter if volumes went to zero sooner rather than later, either by Russian or EU design? Will Russian gas ever have a significant role in western markets again? The noises coming from Brussels, where politicians and lawmakers have suggested introducing rules to prevent imports of Russian gas from re-starting via pipelines that have been shut down, would indicate that the strategy to reduce Russian imports to zero during this decade remains firmly in place and the aim of this paper is to review what the impact of that increasingly confident assertion might be.2","OIES",NA,2023-07-01,0.798635562748669,2023,"Do future Russian gas pipeline exports to Europe matter anymore",52227,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_objectives"
"422","24_NRA Report_Austria_EN_for 23.json","The Gas Diversification Act 2022 was enacted to accelerate the reduction of Austria's dependence on Russian fossil gas. On this basis, subsidy guidelines were drawn up for the partial compensation of additional costs incurred by companies in purchasing gas from non-Russian sources. The origin of the fossil gas must be verified in accordance with the guidelines. Similarly, only those quantities of fossil gas from non-Russian sources that can be proven to have been taken from storage for immediate consumption in Austria by 31 December 2025 will be supported.","NRA Report","Austria",2024-01-01,0.808562769610319,2024,"for 23",34839,"Dependence on Russian Energy","Regulators","Western Europe",NA,1,FALSE,"realist_instruments"
"423","230427_Greenpeace_International_Report_who-profits-from-war.json","While REPowerEU was attempting to secure Europe away from Russia (Europe imported 40% of its gas from Russia in 2021, see our chapter US LNG flooding Europe), it also created new alliances and sought new suppliers. In this geopolitical shift, the US became a major player. As we can see in this excerpt from a paper by the European Commission from late February 2022, right after the beginning of the war in Ukraine, both regions had compatible interests:","Greenpeace",NA,2023-04-27,0,2023,"who-profits-from-war.json",12498,"Dependence on Russian Energy","Climate Lobby","Other",NA,1,FALSE,"realist_objectives"
"424","230100_OIES_Quarterly Gas Review â€“ Issue 20.json","volumes of Russian gas has been replaced by high prices necessary to maintain physical balance in the current tight market. It is the tightness of the market that prompts an alternative view of Russian gas: given the tightness of the current market, the loss of volumes currently transiting via Ukraine to Central Europe (around 27 MMcm/d in 1-25 January) could have an outsized impact on prices relative to volume lost, and would disproportionately impact those countries that do not have access to alternative supplies in the form of LNG (primarily Austria and Slovakia).","OIES",NA,2023-01-01,0,2023,"Quarterly Gas Review â€“ Issue 20",51170,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_objectives"
"425","230608_Bruegel_Policy Brief_The EU can manage without Russian liquified natural gas.json","The European Union has a target of eliminating all Russian fossil-fuel imports by 2027. Swift progress has been made, aided by Russias own decision to decrease natural gas pipeline exports to the EU. However, the EUs liquefied natural gas imports from Russia have remained remarkably stable. Discussions are ongoing about adding Russian LNG to the list of products banned from import to the EU (Table 1).","Bruegel","Policy Brief",2023-06-08,0,2023,"The EU can manage without Russian liquified natural gas.json",3977,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_objectives"
"426","150000_Clingendael_Report_The New Dimension of Geopolitics_with Ifri.json","The conflict in Ukraine has an internal origin, but has a large impact on its neighbours. It is mainly about the legitimacy of Ukrainian political and economic institutions and their ability to keep the nation together. Ukrainian elites have abused these institutions, preventing the new nation from developing after its independence in 1991. Both the EU and Russia attempted to draw the country into their sphere of influence through various economic collaboration agreements and have exacerbated the internal antagonisms. The importance of the Crimea to the Russian navy, the overtures of the US to expand NATO beyond the Baltic States into the former Soviet Union and the EUs attempt to expand the energy acquis into Ukraine and other former Soviet Union states have increased geopolitical tensions in the region. In 2014, after the government fell in February, Russia took possession of the Crimea and fighting broke out in East Ukraine.","Clingendael","Report",2015-01-01,0,2015,"The New Dimension of Geopolitics_with Ifri.json",4195,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_framework"
"427","140300_OIES_What the Ukrainian crisis means for gas markets.json","Even if, as is to be hoped, the political tensions in Ukraine do not lead to a physical restriction of European gas supply, once again, through semi-informed media commentary, the perception of gas as an ""unreliable"" energy source has already been heightened. Such a perception will persist until significant alternative supplies (especially US LNG exports, starting in 2016 but only at scale from 2018 onwards32) begin to change Europe's gas supply dynamic. However the long term reliance of Europe on Russia for a significant portion (between 20% and 30%) of its requirements will not change for the foreseeable future.","OIES",NA,2014-03-01,0.974650426794125,2014,"What the Ukrainian crisis means for gas markets",36239,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_objectives"
"428","24_NRA Report_Estonia_EN_for 23_Cropped.json","3 EU gas includes all remaining gas that does not come directly from Russia and is procured from the European Union wholesale market or from a European Union supplier. Therefore, gas procured from third countries by other suppliers of the European Union may also fall thereunder, with the gas resold on the European market, for example, if the gas enters Estonia from the Latvian area.","NRA Report","Estonia",2024-01-01,0,2024,"for 23",35367,"Dependence on Russian Energy","Regulators","Eastern Europe",NA,1,FALSE,"liberal_objectives"
"429","150700_OIES_The Impact of Lower Gas and Oil Prices on Global Gas and LNG Markets.json","Europe represents a key nexus in terms of global gas tradeflows. Whilst there is some uncertainty on its future import requirements, particularly due to uncertainties in future demand trajectory, its status as market of last resort for LNG, surplus to other regional requirements, creates uncertainty for Russia (the system shock absorber) and hence the potential for alternative Russian price/volume strategies, addressed in Chapter 3.","OIES",NA,2015-07-01,0,2015,"The Impact of Lower Gas and Oil Prices on Global Gas and LNG Markets",37446,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_framework"
"430","220720_Commission_Communication_cellar_55edf05c-08d0-11ed-b11c-01aa75ed71a1.0001.02_DOC_1.json","Because of this mutual dependence, a fully-fledged crisis would produce in each Member State significant negative impacts, whether directly or indirectly. While some Member States are more vulnerable to the direct impact of a significant or full disruption of Russian supplies, letting these countries face this impact alone would have serious ripple effects for other economies. Strong economic decline in any Member State will have a direct negative economic impact on its neighbours and other export partners. This requires immediate steps to anticipate further disruptive actions and strengthen EU resilience.","Commission","Communication",2022-07-20,0.862228696491741,2022,"cellar_55edf05c-08d0-11ed-b11c-01aa75ed71a1.0001.02_DOC_1.json",7254,"Dependence on Russian Energy","EU Institutions","Other",NA,1,FALSE,"realist_objectives"
"431","171215_SWP_German-Russian Gas Relations.json","At the time of writing (November 2017), the search for a new government since the German parliamentary elections in September is ongoing, and presidential elections in Russia are upcoming in March 2018, which adds to the fluidity and unpredictability. In addition, the future shape of major German companies is uncertain with the takeover bid for Uniper by Finlands Fortum and the planned merger of BASFs Wintershall and DEA, which is owned by LetterOne. LetterOne was co-founded by Mikhail Fridman, a Russian businessman. Finally, former genuine German players that had a certain commitment and connection with the German market and economy would be weakened or even disappear. This could have implications for German-Russian gas relations, as it might further change the balance of (market) power between companies.","SWP",NA,2017-12-15,0,2017,"German-Russian Gas Relations",57485,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_framework"
"432","220900_OIES_The Baltic gas market a microcosm of Europeâ€™s struggle to quit Russian gas.json","Latvia's president Egils Levits in late July signed amendments to the country's energy law banning Russian gas imports from the start of 2023, following parliament's approval in mid-July.8 Latvian prime minister Krisjanis Karins called for an immediate full sanction on [Russian] oil, coal and gas during negotiations on the most recent package of European Union (EU) sanctions.9","OIES",NA,2022-09-01,0,2022,"The Baltic gas market a microcosm of Europeâ€™s struggle to quit Russian gas",50607,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_instruments"
"433","220500_Greenpeace_France_Report_How-Russian-Companies-Lobbied-For-the-EU-Taxonomy-To-Include-Fossil-Gas-Nuclear-Energy-1.json","The EU has caved in to the gas lobby to an extent that even Russia's own Taxonomy, created in September 2021, does not do.5 On the other hand, from the outset, Russia labeled nuclear as green, with Rosatom's boss saying other countries should ""follow Russia's example by also formally recognising nuclear as a green energy source."" This is precisely what the European Commission did: its new delegated act, by including nuclear and gas, could increase Europe's energy dependencies on Russia -giving Putin powerful geopolitical bargaining tools. What's more, there is a worrying correlation between Russia's oil and gas exports to Europe and its military spending, which cannot be ignored in view of Putin's attack on Ukraine.7 But there is still hope: the European Parliament -which has already adopted a resolution to put an embargo on imports of Russian gas and uranium -will get the chance to vote down this toxic and climate-catastrophic act this summer.","Greenpeace",NA,2022-05-01,0.95998606735356,2022,"How-Russian-Companies-Lobbied-For-the-EU-Taxonomy-To-Include-Fossil-Gas-Nuclear-Energy-1.json",12286,"Dependence on Russian Energy","Climate Lobby","Other",NA,1,FALSE,"realist_instruments"
"434","190200_OIES_It Donâ€™t Mean a Thing, If It Ainâ€™t Got That Swing Why Gas Flexibility Is High on the Agenda for Russia and Europe.json","Second, the scenario of an extended winter cold snap that happens simultaneously in Russia and in Europe must be analyzed. Cold snaps are always a stretch for the gas supply system. It is instructive to review the past instances when the European and the Russian gas networks had to operate under maximum stress.","OIES",NA,2019-02-01,0,2019,"It Donâ€™t Mean a Thing, If It Ainâ€™t Got That Swing Why Gas Flexibility Is High on the Agenda for Russia and Europe",43187,"Dependence on Russian Energy","Thinktanks","Other",NA,0,FALSE,"realist_framework"
"435","210430_SWP_Nord Stream 2 â€“ Germanyâ€™s Dilemma.json","Polands gas consumers pay a higher gas price for this policy, which is sold politically as a contribution to genuine diversification. The expansion of gas infrastructure was financed with EU funds. At this point, a circle closes with regard to the difficult balance between climate policy and security of supply. Russia has a strong position in the EU market. At the same time, there is flexibility as well as options to replace a (partial) shortfall in volumes in the short and medium terms. However, if the energy transition does not succeed faster across Europe, the high level of dependence on Russia will remain, which in turn could trigger more LNG infrastructure investments for diversification.","SWP",NA,2021-04-30,0,2021,"Nord Stream 2 â€“ Germanyâ€™s Dilemma",57669,"Dependence on Russian Energy","Thinktanks","Other",NA,1,FALSE,"realist_objectives"
